-1990 4911 4922 -5561 3875 5637 
-1017 1958 5762 -4278 929 6619 
1574 1601 6785 -2077 724 7410 
2671 2052 7022 -698 1150 7670 
4591 1098 6674 1209 330 7327 
6226 1495 6249 2631 673 6933 
3869 4597 6954 228 3760 7599 
2013 4647 6924 -1391 4150 7478 
886 6355 6114 -3160 5474 6544 
-2553 6054 3740 -6298 5063 4211 
-3351 4882 3083 -7043 3697 3711 
-3475 987 2300 -7063 -324 2879 
-1078 -2529 2040 -4840 -3379 2745 
643 -3686 1432 -3137 -4545 2141 
2882 -4116 1699 -314 -4916 2533 
6911 -2822 2438 3648 -3589 2554 
9704 -65 1482 6149 -640 2243 
10031 282 549 6399 -435 1391 
10571 2768 414 6935 2482 1164 
8499 8313 298 4612 7720 990 
6131 9886 1364 2520 8986 2022 
6552 9781 759 3009 8854 1421 
5873 10137 224 1808 9368 862 
721 9433 3325 -3326 8327 3865 
-3177 6748 1671 -6972 5547 2159 
-3982 1995 1346 -7569 448 1975 
-2885 -410 2111 -6461 -1524 2881 
-931 -2696 1859 -4657 -3569 2584 
3581 -3599 3070 269 -4443 3640 
7100 -2810 2220 3336 -3610 3052 
2326 -3251 3560 -1786 -4000 4269 
-2735 2429 4293 -6410 1853 4961 
-2811 6010 3361 -6418 5141 3950 
-3519 4792 2755 -7184 3764 3382 
-2463 7730 1892 -5886 6981 2566 
255 9729 2271 -3298 8756 2930 
27 9568 2442 -3695 8470 3168 
2198 9675 3540 -1057 8851 4031 
8572 7597 2281 5148 6547 2969 
9275 5719 3115 5717 4715 3884 
9019 465 3499 5228 -614 4270 
8058 -1110 3454 4315 -1982 4252 
8211 -61 4167 4667 -528 5017 
8594 3241 4775 5003 2355 5465 
5782 -1923 4621 1684 -2967 5256 
3975 -3018 3964 170 -3814 4706 
-1059 -1549 3681 -5264 -2180 4045 
-3123 599 2820 -6823 -230 3521 
-3390 1643 3036 -7069 734 3661 
-3686 1408 2184 -7407 456 2736 
-3009 733 -3118 -6607 -125 -2800 
-784 898 -5633 -4552 -111 -4893 
2210 -1106 -5878 -1233 -1703 -5325 
6949 159 -5611 3184 -625 -4838 
8676 2767 -4888 4997 2174 -4082 
8627 6649 -3570 4815 6060 -2753 
5008 9422 -3563 1208 8491 -2897 
2609 8569 -4965 -1202 7492 -4346 
-553 5464 -5764 -4640 4159 -4934 
-2590 3885 -4355 -6329 2751 -3703 
-1258 -78 -4722 -4939 -1169 -3999 
2517 -1736 -5399 -1187 -2657 -4619 
1535 -1429 -5399 -2631 -2265 -4559 
-3374 3680 -3212 -7081 3107 -2471 
-1693 8192 -2578 -5179 7354 -1931 
2761 9706 -3564 -727 8719 -2869 
6124 9457 -2686 2692 8471 -1848 
8031 4639 -5315 4219 3369 -4705 
4055 -165 -6436 156 -1115 -5656 
-663 -866 -4689 -4616 -1772 -3836 
-3149 -125 -1625 -6983 -988 -780 
-2929 -435 1781 -6547 -1450 2548 
486 -2232 4057 -2938 -3122 4817 
5909 -797 5375 2427 -1480 6071 
8553 2555 4854 4992 1788 5478 
10292 5262 -647 6615 4479 -120 
9384 6903 -1680 5884 5861 -894 
9599 6902 54 6023 5971 778 
9412 4909 3411 5833 4038 4102 
9730 6241 1504 6133 5402 2116 
9189 7430 -950 5577 6516 -257 
9590 6881 144 5994 5977 876 
9578 6906 -42 5978 5992 593 
7373 7239 -4489 3575 6362 -3808 
2130 9317 -4062 -1584 8374 -3287 
-1495 9105 -309 -5133 8101 311 
-2514 7378 -2305 -6228 6226 -1936 
-3517 5024 -2519 -7271 3850 -1862 
-3033 1404 -3421 -6827 -156 -2297 
-2881 1067 -3500 -6688 376 -2870 
-2467 3698 -4582 -6229 3005 -3868 
-2659 6734 -2916 -6342 5831 -2224 
-3194 5608 -2856 -6946 4559 -2182 
-2484 3847 -4545 -6261 2866 -3856 
1925 -943 -5877 -1932 -1818 -5105 
6792 110 -5632 3445 -607 -4642 
9909 2708 -3086 6199 2248 -2364 
9571 6018 -2363 5871 5301 -1580 
9110 7354 -1472 5469 6464 -783 
6245 9988 24 2548 9092 753 
2397 10353 2162 -1198 9369 2803 
164 10006 1369 -3550 8974 1959 
-3429 6741 104 -7116 5746 734 
-3559 3906 -2913 -7314 2912 -2226 
-3412 3185 -3273 -7237 1885 -2474 
-3975 1273 -184 -7714 386 1004 
-1297 -317 4632 -4387 -1414 5593 
1485 -1461 5346 -2045 -2327 6031 
2230 -1372 5526 -1298 -2093 6258 
4431 -2177 4752 888 -3038 5339 
5553 -3861 219 1711 -4629 796 
5881 -3019 -3034 2011 -3681 -2494 
4121 -1738 -5304 216 -2503 -4546 
3839 -985 -5916 -220 -1763 -5150 
644 2105 -6624 -3721 1769 -5682 
-3290 5984 -2351 -7062 5074 -1474 
-2976 7454 -632 -6655 6444 124 
-3051 7000 1800 -6606 6075 2533 
-1927 7504 3363 -5427 6677 3984 
1654 8810 4642 -1540 8086 5101 
5714 7470 5341 2297 6584 5898 
5236 3876 6802 1091 1184 7516 
4659 -12 6246 775 -742 7002 
724 900 6356 -3647 64 6676 
-4071 2901 -1377 -7447 2636 -1878 
-2433 7324 -2604 -5915 6580 -1982 
-160 9555 -2211 -3475 8657 -1720 
2876 10111 2874 -876 8922 3966 
1549 5238 6691 -2039 3774 7414 
-420 -1639 4089 -4333 -2796 4215 
-116 -2898 -2586 -3633 -3781 -2158 
3995 -1606 -5529 379 -2139 -4979 
4147 -2617 -4560 382 -3574 -3631 
5463 -3860 -1418 1823 -4644 -549 
6477 -3238 -2155 2799 -3984 -1439 
5155 -3214 -3274 1086 -4152 -2522 
4235 -3281 -3588 536 -3999 -3044 
7702 3518 -5709 3991 3085 -4887 
7081 9342 -1491 3561 8432 -365 
6646 9266 -2507 2828 8173 -2293 
1607 -603 -6023 -2246 -1931 -4998 
3937 -2934 4002 308 -3467 5059 
3375 3808 7141 -392 3294 7744 
1587 6626 6256 -1892 5628 6920 
3971 -150 6343 535 -1570 6641 
5742 -1017 -5491 1952 -1648 -4876 
7683 9101 -322 4085 8174 469 
8132 3459 5223 4340 2090 6085 
6170 -3654 913 2417 -4545 1343 
5901 -3236 -2916 2181 -4101 -2079 
4790 453 6414 1035 -139 7200 
-1279 8437 2974 -4983 7458 3377 
-719 6200 -5355 -4324 4915 -4859 
-556 3666 -6135 -4318 2668 -5407 
209 4485 -6426 -3483 3545 -5719 
4575 10182 -2160 1154 9225 -1273 
10517 3261 971 6882 1781 1596 
4381 -3651 2674 483 -4435 3512 
1313 1414 6691 -2453 709 7324 
2117 4177 7027 -1320 3508 7639 
3715 6517 6411 387 5766 6942 
8815 6922 2897 5415 6063 3229 
8837 4400 -4556 5047 3428 -3916 
4098 2811 -7134 -3 1899 -6394 
-3418 3043 -3120 -7218 2089 -2337 
-3941 5142 1153 -7566 4254 1908 
203 9883 1879 -3373 8914 2517 
-1164 9197 -1246 -4810 8204 -561 
-2469 8157 -266 -6153 7104 373 
-3337 3651 -3328 -7038 2517 -2731 
1897 -987 -5867 -1924 -1891 -5081 
9322 -704 -1779 6008 -1011 -587 
8999 -584 -2743 4589 -1802 -2626 
-1906 802 -4594 -6486 673 -3252 
-2897 4750 3871 -6352 3683 4759 
-2907 2190 3921 -6437 265 4399 
-2367 -1623 -356 -6124 -2535 346 
-2390 -1192 2023 -5942 -2226 2797 
-2705 -1037 -1064 -6219 -2033 -1135 
5684 -3478 -2569 2856 -4336 -124 
9204 -832 1847 5484 -1828 2385 
5428 -3318 -3106 773 -4186 -2719 
-3295 -97 -924 -7188 -860 634 
-2856 -852 1079 -6479 -1988 1458 
-2998 1181 -3273 -6764 492 -2708 
-3409 2384 -3101 -7162 1415 -2411 
-548 1535 -5928 -3782 453 -5466 
7778 -1106 -4161 4873 -1840 -2389 
9555 872 2964 5993 146 3613 
9595 -771 -729 5607 -1772 -837 
1616 533 -6535 -2822 -314 -5611 
-1655 1070 -4985 -5412 160 -4292 
-1705 2616 -5329 -5488 1966 -4612 
-2613 5846 -3734 -6367 4769 -3023 
-3558 5161 -2428 -7289 4341 -1560 
3116 7975 -5537 1160 7020 -4575 
8707 3235 4685 4469 1944 5948 
4318 784 6621 720 -35 7280 
9893 3976 2806 6534 3871 2527 
3729 7159 -6085 -1513 5979 -5416 
-2085 5853 -4317 -6226 4757 -3171 
-1578 3983 5557 -4838 2969 6422 
3137 4116 7165 -423 3228 7756 
2136 3007 7149 -1760 2067 7702 
-3773 5890 -258 -7142 5093 -1110 
4897 6274 -6357 1490 5231 -5567 
10172 4597 -2002 6725 3636 -384 
4553 2454 6987 307 1425 7653 
-1008 3419 6007 -4611 2698 6568 
-960 4627 5900 -4478 3480 6572 
7222 -697 4673 4044 -1611 4866 
9094 1106 -3962 5147 513 -3619 
2663 5400 -6796 -1733 4989 -5853 
-1457 6667 4795 -4513 5482 5905 
1563 5319 6783 -2006 4534 7322 
1111 6495 6303 -2552 5793 6739 
728 10164 2015 -2685 9349 2159 
7395 9172 -1672 4140 8025 -821 
7529 4922 5500 3540 3845 6443 
3887 2907 7147 379 2066 7761 
4351 4018 7055 724 3231 7673 
3710 1664 7005 193 772 7573 
9755 1743 2944 6429 1028 2780 
6177 7139 -5450 1871 6522 -4911 
-92 9686 2347 -3495 8659 3382 
1783 7636 5869 -1716 6634 6543 
864 9393 3799 -2678 8534 4274 
2246 9498 -3841 -1397 8327 -3406 
4871 -2250 -4706 953 -3781 -3272 
1797 -1416 5449 -2001 -1982 6194 
-1660 3978 5572 -5218 3135 6194 
-181 4075 6496 -3801 3166 7070 
-409 1035 5962 -4064 -125 6440 
1782 -4295 -741 -1801 -4975 -708 
2366 7976 -5480 -1438 7332 -4499 
-549 7935 4480 -4219 6642 5313 
-243 3617 6455 -3853 2687 7058 
289 4122 6651 -3306 3228 7245 
1561 6822 6191 -1975 5904 6801 
6294 6312 5737 2812 5398 6360 
3405 6846 6283 -339 6088 6821 
606 10160 1434 -2951 9255 1735 
8203 2366 -5318 4466 1408 -4531 
8238 -2128 1643 4569 -2829 2470 
10409 1529 -1293 6700 839 -735 
10435 3320 -1899 6783 2534 -1029 
10058 4487 -2622 6288 3685 -2071 
6528 8496 -4038 2910 7725 -3141 
8702 8176 -504 5130 7250 178 
8439 7943 2233 4734 7107 3161 
4742 6288 6504 1189 5398 7137 
6508 6662 5581 2995 5798 6214 
9314 3169 4065 5690 2336 4781 
7901 1743 5361 4316 940 6027 
5229 2619 6869 1641 1762 7521 
7022 4676 5969 3690 3872 6467 
8619 3850 4838 4891 2963 5666 
3498 7573 5892 -579 6934 6343 
882 8248 5029 -2742 7093 5782 
2042 8164 5471 -1326 7232 6127 
7324 3840 5866 4130 2607 6312 
10426 2618 -1894 6678 1874 -1361 
5149 5979 -6451 1060 5232 -5726 
-2436 8022 -1486 -6122 7054 -788 
615 7380 5609 -2944 6435 6227 
1974 8453 5099 -1594 7582 5680 
3233 10463 1843 55 9542 2293 
4122 10337 -1963 265 9327 -1443 
1549 6981 -5945 -2014 5309 -5604 
3550 -1094 -5927 -358 -2477 -4769 
2199 -3637 -2921 -1617 -4394 -2367 
3330 -445 -6304 -233 -188 -6006 
271 9449 -2952 -3885 8763 -942 
-2890 7429 1842 -6517 6447 2466 
-3190 6701 -1882 -6495 5886 -1944 
4268 7502 -5871 2112 6389 -4786 
9863 6482 -20 6112 5875 774 
-1253 6657 -4739 -6069 4948 -3369 
-3543 1099 2228 -6685 532 4224 
-336 7232 5135 -3802 7242 5027 
263 10171 -789 -3358 9149 -597 
540 9366 -3317 -3096 8430 -2632 
3925 8595 -4970 805 7500 -4286 
8663 3413 -4984 5084 2209 -4056 
8935 2031 -4617 5250 2356 -3882 
-1014 9475 -92 -5122 8142 1043 
-4010 2838 1814 -7756 1520 2147 
-1044 3624 -5930 -4185 2923 -5556 
8571 -239 -3931 4746 -1760 -2588 
3709 -3516 3162 -682 -4119 4235 
1058 -262 5964 -2225 -995 6763 
7382 512 5227 4129 -374 5556 
9594 306 2152 5916 -634 2663 
4895 -3398 2842 112 -4249 3809 
-670 -2209 -3279 -4502 -2857 -2848 
-361 -3040 -1892 -4052 -3695 -1903 
7431 3462 -5982 4279 2882 -4756 
10139 4531 1990 6253 3594 3483 
2890 6725 6279 -1207 5557 7001 
-3530 3191 3151 -7372 2007 3431 
-3139 878 -3057 -6806 -45 -2554 
1653 -372 -6222 -1583 -1299 -5553 
8083 -2190 -1993 4239 -3175 -921 
4087 -4336 -427 101 -5146 15 
3573 -537 -6332 -88 -1140 -5695 
10337 2961 -2273 6814 1961 -880 
8025 -247 4354 4051 -792 5510 
-2420 5575 4336 -6285 4608 4672 
-2764 4541 -4179 -6385 3922 -3538 
-697 6203 -5465 -4255 5358 -4809 
-779 6574 -5214 -4200 5686 -4688 
7737 5860 -5190 4288 4992 -4230 
10550 4431 336 6905 3580 1274 
8280 3126 5191 4628 2140 5898 
6215 -2663 3505 2304 -3785 3771 
4047 250 -6720 323 -469 -5963 
8774 4374 -4762 5249 3605 -3739 
9285 3991 3958 5565 3196 4865 
-2172 4580 4987 -6274 3334 5165 
-3621 3879 -2860 -7169 2887 -2571 
2160 443 -6699 -1897 -578 -5841 
-1389 3106 -5660 -5490 2032 -4647 
-3387 4219 -3249 -7271 3713 -2095 
1184 7950 5373 -2027 7101 6072 
8964 7466 1853 5455 6579 2410 
8451 3577 -5214 4592 2409 -4567 
5148 -3417 -3210 1324 -4308 -2265 
6343 -3596 1105 2728 -4286 1869 
7312 -2453 -2959 3404 -3208 -2397 
3286 -3714 -2949 -518 -4565 -2128 
2903 -4107 -1720 -917 -4857 -1171 
-409 -1503 -4287 -4409 -2232 -3557 
-934 -2815 -1232 -4654 -3750 -465 
-2643 -471 -2513 -6639 -892 -1899 
-2533 7525 2002 -6064 6638 2742 
-1140 7383 4222 -4591 6501 4927 
-806 8459 3383 -4369 7538 3993 
7889 8604 -1869 4453 7569 -1091 
8754 -1539 1536 4897 -2538 2309 
307 -3301 1899 -3629 -4054 2622 
-3403 2383 3067 -7061 1474 3636 
-2371 -545 2925 -6049 -1427 3532 
5118 -3719 1975 1620 -4436 2616 
10535 3215 993 6898 2685 1753 
2640 10607 1709 -952 9615 2309 
-3630 4812 2425 -7282 3820 3007 
-3530 451 687 -7209 -602 1323 
-4086 2080 -62 -7822 1404 694 
-231 9468 2505 -3664 8459 3288 
4121 4397 7030 572 3482 7605 
7138 -851 4642 3489 -1685 5270 
-126 -3221 1514 -3904 -4072 2171 
-3767 1992 1998 -7566 1602 2590 
-3930 2408 1557 -7478 498 2136 
1703 -3623 2425 -1473 -4487 3334 
5878 484 6139 2415 614 6976 
2565 9913 3490 -1753 9164 3227 
-1178 7581 -3922 -4781 6023 -3822 
-224 1807 -6088 -3883 156 -5309 
-160 2133 -6179 -4033 2314 -5540 
867 9873 2726 -2604 8234 4512 
6272 1521 6237 3016 -715 6219 
6451 -3408 1197 2789 -4259 1726 
5305 -3921 -365 1136 -4802 -652 
5999 1584 -6429 2256 930 -5767 
5760 3998 -6677 2055 3149 -5927 
7952 8007 -3053 4722 7108 -1583 
8434 8189 1768 4919 7194 2409 
8110 8155 -2558 4135 6909 -2754 
1818 2901 -6955 -2627 1310 -6029 
-3721 763 250 -7465 43 1581 
-1153 3262 5852 -4548 2477 6591 
1786 2522 7030 -1684 1579 7642 
916 2226 6776 -3067 1252 7232 
-3219 170 1926 -7068 -876 1896 
2475 7469 -5837 -528 7541 -4335 
1897 8149 5351 -2587 6610 6142 
401 3531 6694 -1925 2914 7642 
6537 7394 5075 2278 6668 5964 
2017 9029 4525 -1777 8438 4575 
4040 8890 -4602 294 7312 -4512 
5161 -450 -6080 1335 -1889 -4945 
8123 -2473 447 4333 -3209 1895 
8765 3809 4686 5088 3529 5372 
9481 2922 3789 6162 1567 3921 
7756 -1330 -3801 3572 -2144 -3484 
4601 2200 -7048 728 1934 -6338 
1429 10019 -2532 -2323 9294 -894 
6809 6280 5448 3632 4836 6120 
4707 -2908 3877 662 -4280 3763 
2640 -468 -6281 -1012 -283 -6007 
3724 9040 -4534 219 8440 -3315 
4300 9392 -3980 623 8180 -3566 
1524 -1239 -5569 -2706 -2987 -3912 
-422 -893 4787 -3593 -1572 5885 
912 7899 5197 -2021 7657 5394 
7877 8005 2984 4726 6687 3612 
10452 1468 -128 6724 535 57 
5250 -3605 -2494 1315 -4665 -1154 
4369 -3349 3339 742 -3879 4452 
5203 -1389 5367 1527 -2182 6070 
5280 -3047 3381 1636 -4020 3752 
9595 1699 -3446 6004 1293 -2606 
10134 2029 2181 6261 443 3083 
1111 -1471 5166 -3118 -2251 5673 
-2923 609 -3067 -6339 -389 -2914 
1796 5927 -6549 -1672 5407 -5665 
7451 8300 -3292 3990 7347 -2357 
9020 7816 479 5297 7044 1377 
8300 7815 2729 4613 6971 3521 
8005 2247 5321 4355 986 5945 
10458 4607 -88 6772 3989 395 
6251 2269 -6550 2298 799 -5740 
9039 -1344 -1211 5439 -1992 -345 
10357 4693 1138 6710 3948 1951 
7966 6437 4620 4340 5567 5363 
5743 6533 6078 2250 5584 6750 
6843 5182 6062 3274 4296 6742 
7224 4092 6048 3645 3245 6758 
7223 4097 6056 3644 3242 6752 
7222 4101 6059 3641 3235 6741 
7227 4084 6050 3640 3233 6733 
7224 4098 6043 3639 3246 6737 
7224 4090 6060 3643 3245 6741 
